Age;Income_Level;Employment_Status;Contribution_Years;Interest_Rate;Inflation_Rate;Stock_Index;Bond_Yield;Market_Volatility;Fund_Size;Contribution_Amount;Fund_Return_Rate;Year;Month Number;Month;Date;Pension_Price;Pension_Category;Risk_Tolerance
26;142418;Employed;34;3.92;3.9;9721.13;2.44;21.32;105984.72;1856.32;11.95;2017;12;diciembre;dic-17;1.041.599.481;High_Value;Medium
49;80661;Employed;30;5.39;3.69;10627.79;1.52;23.13;490729.14;3377.87;10.27;2017;5;mayo;may-17;1.596.317.486;High_Value;High
40;101951;Unemployed;9;5.92;6.18;3445.99;1.36;29;311557.79;3106.66;10.02;2017;2;febrero;feb-17;5.694.971.152;Moderate_Value;Low
63;115369;Unemployed;22;4.7;6.23;12766.24;1.41;25.45;399912.91;1102.05;9.6;2017;7;julio;jul-17;4.532.190.452;Moderate_Value;High
57;134791;Unemployed;34;7.28;4.96;9127.63;4.52;27.69;68374.7;3289.14;6.33;2017;7;julio;jul-17;1.804.224.677;High_Value;High
28;135429;Unemployed;5;8.83;6.51;9344.84;2.42;18.12;157947.54;3906.88;6.97;2017;11;noviembre;nov-17;3.414.888.458;Low_Value;Medium
41;145462;Employed;19;6.65;6.66;6922.67;4.73;31.99;102183.94;2697.56;5.54;2017;10;octubre;oct-17;9.190.231.153;Moderate_Value;Low
53;39329;Unemployed;4;9.3;5.72;11132.99;2.53;38.42;198678.79;2914.93;9.3;2017;1;enero;ene-17;3.628.895.231;Low_Value;Medium
36;111164;Unemployed;15;9.25;3.45;7859.9;3.86;12.61;140569.61;1960.27;3.21;2017;11;noviembre;nov-17;448.685.501;Low_Value;High
57;29933;Unemployed;34;8.43;4.75;5553.35;3.42;14.55;143602.91;2308.81;10.94;2017;5;mayo;may-17;1.336.421.391;High_Value;Low
57;74697;Unemployed;3;5.18;6.81;13165.53;3.93;28.2;42711.97;4131.3;5.93;2017;3;marzo;mar-17;2.357.910.383;Low_Value;Medium
56;137490;Employed;1;6.66;7.8;13523.94;3.45;12.82;39318.12;4182.38;5.81;2017;9;septiembre;sep-17;2.062.434.409;Low_Value;High
38;34272;Employed;18;4.11;2.39;12922.49;4.35;25.44;382631.52;2493.5;3.28;2017;3;marzo;mar-17;7.815.054.562;Moderate_Value;Low
61;99602;Employed;19;6.72;5.28;11540.45;3.17;14.63;52428.52;3901.62;4.47;2017;4;abril;abr-17;1.222.175.452;High_Value;Medium
60;54608;Unemployed;14;5.2;6.46;14550.51;3.13;15.33;58826.67;4333.83;3.67;2017;10;octubre;oct-17;912.236.622;Moderate_Value;Medium
45;146378;Employed;30;7.6;5.22;5568.33;4.5;32.25;293517.89;3669.67;8.79;2017;6;junio;jun-17;1.773.650.324;High_Value;High
64;52835;Unemployed;20;5.82;7.94;4035.97;2.03;29.85;220573.46;1692.65;9.39;2017;2;febrero;feb-17;6.782.567.619;Moderate_Value;High
31;125858;Unemployed;15;7.31;5.29;3829.9;2.02;27.28;355043.79;3190.26;3.98;2017;8;agosto;ago-17;8.189.102.188;Moderate_Value;High
29;117764;Employed;31;9.15;2.31;8766.57;3.49;22.99;79835.92;3705.22;11.85;2017;1;enero;ene-17;2.000.860.919;High_Value;High
38;74093;Unemployed;8;5.94;4.06;13509.7;5.86;35.42;355053.72;3609.33;9.49;2017;10;octubre;oct-17;5.175.613.391;Moderate_Value;Low
28;84398;Unemployed;28;9.52;2.1;7383.45;4.79;18.29;386453.07;798.41;8.6;2017;8;agosto;ago-17;4.735.222.987;Moderate_Value;High
32;134190;Employed;12;3.84;4.98;4158.99;4.8;31.64;262197.97;4220.31;10.28;2017;1;enero;ene-17;8.049.938.252;Moderate_Value;Medium
33;34060;Unemployed;18;3.66;5.49;11747.9;1.93;21.71;291025.54;3280.88;8.95;2017;9;septiembre;sep-17;1.046.826.332;High_Value;High
33;55552;Employed;33;8.97;4.61;7347.92;1.51;18.78;475794.55;2374.58;7.41;2017;12;diciembre;dic-17;1.250.753.352;High_Value;Low
48;122417;Employed;8;5.18;3.43;6940.9;1.44;19.35;170063.22;1713.38;6.68;2017;9;septiembre;sep-17;2.949.877.154;Low_Value;High
37;25153;Employed;14;8.86;6.26;9369.04;4.14;27.86;429660.51;1816.29;9;2017;4;abril;abr-17;5.266.814.737;Moderate_Value;High
64;75155;Employed;1;7.87;5.44;12155.18;2.62;26.7;392076.41;813.27;8.49;2017;8;agosto;ago-17;1.167.121.088;Low_Value;Medium
40;97613;Unemployed;5;8.23;2.66;11614.89;1.21;37.77;300814.55;3589.29;9.13;2017;3;marzo;mar-17;3.290.755.436;Low_Value;High
54;89711;Unemployed;34;9.66;5.4;3044.67;1.44;15.21;37326.27;3779.72;11.08;2017;1;enero;ene-17;2.081.132.598;High_Value;Medium
58;119124;Employed;8;5.09;4.69;5481.86;3.86;16.77;211637.65;1749.17;3.79;2017;9;septiembre;sep-17;2.923.674.851;Low_Value;High
35;82284;Unemployed;3;3.58;5.01;11486.32;4.72;39.21;199125.81;1147.88;11.78;2017;2;febrero;feb-17;1.350.591.374;Low_Value;Medium
41;28338;Employed;2;7.82;4.21;3043.36;5.6;11.64;450807.37;2989.45;7.18;2017;8;agosto;ago-17;2.306.314.424;Low_Value;Medium
46;33333;Unemployed;19;8.6;2.54;11584.8;5.79;19.97;128308.58;3229.11;9.86;2017;2;febrero;feb-17;1.030.898.124;High_Value;Medium
38;47386;Employed;6;4.07;5.39;10859.82;1.76;11.41;100426.55;1509.58;7.86;2017;7;julio;jul-17;2.616.684.229;Low_Value;Medium
57;120522;Employed;31;3.8;4.1;10602.33;2.99;22.07;69307;4042.33;9.12;2017;3;marzo;mar-17;2.038.650.003;High_Value;Medium
57;60615;Employed;31;3.74;5.55;4732.45;5.84;10.24;399170.94;1509.3;10.71;2017;8;agosto;ago-17;7.713.749.769;Moderate_Value;Low
58;87696;Unemployed;3;6.38;2.73;2349.11;4.93;35.57;346171.95;2171.8;6.62;2017;9;septiembre;sep-17;2.090.487.084;Low_Value;Low
62;142359;Unemployed;21;6.23;6.13;5360.1;1.59;12.32;37529.8;501.68;4.07;2017;4;abril;abr-17;2.561.974.792;Low_Value;Low
62;138344;Unemployed;7;4.1;5.65;6387.12;3.48;19.43;59822.45;2636.93;10.84;2017;3;marzo;mar-17;4.187.864.334;Low_Value;Low
54;90278;Employed;25;5.34;5.56;14585.27;4.22;13.57;58919.04;623.13;7.58;2017;12;diciembre;dic-17;3.447.873.509;Low_Value;Low
26;36972;Employed;18;5.35;3.79;12829.57;5.12;25.25;212486.19;615.61;11.02;2017;2;febrero;feb-17;3.515.519.793;Low_Value;Medium
34;69683;Unemployed;28;9.29;4.72;4597.25;1.39;18.67;343800.12;1844.19;6.52;2017;10;octubre;oct-17;8.862.144.184;Moderate_Value;Medium
37;78896;Unemployed;9;5.33;6.27;7149.36;3.21;30.71;327590.39;1635.97;9.15;2017;3;marzo;mar-17;3.698.653.456;Low_Value;Low
28;40100;Employed;20;4.11;6.39;13165.79;2.23;35.79;135730.83;1546.24;3.4;2017;12;diciembre;dic-17;4.430.078.911;Low_Value;Medium
57;115395;Employed;28;8.31;6.67;8572.64;4.71;10.08;200248.16;1558.03;4.84;2017;12;diciembre;dic-17;7.514.081.466;Moderate_Value;Low
61;55276;Employed;29;5.25;6.73;12891.2;4.66;21.47;137991.04;2360.54;5.3;2017;9;septiembre;sep-17;1.032.775.463;High_Value;High
54;144345;Employed;2;4.15;3.95;2538.35;4.94;35.12;320222.42;2393.14;3.98;2017;5;mayo;may-17;1.592.713.262;Low_Value;Medium
57;28911;Employed;19;8.24;2.71;2140.77;4.46;22.4;431516.19;4780.22;6.37;2017;7;julio;jul-17;1.555.887.475;High_Value;Low
51;83000;Employed;33;7.41;4.04;6744.41;1.09;29.37;432698.94;3690.82;10;2017;12;diciembre;dic-17;1.978.589.034;High_Value;Low
26;146201;Employed;12;8.58;5.91;11083.98;4.9;18.05;409461.58;502.72;6.32;2017;11;noviembre;nov-17;2.683.654.687;Low_Value;High
27;31112;Unemployed;12;5.95;3.36;9936.74;5.57;30.79;145752.12;2243.26;3.11;2017;4;abril;abr-17;5.396.698.437;Moderate_Value;Medium
29;92353;Employed;1;3.34;4.94;9575.35;5.98;35.67;421343.45;693.18;9.76;2017;11;noviembre;nov-17;8.441.702.566;Low_Value;Low
40;79797;Employed;15;5.17;7.39;4678.58;2.56;13.35;263719.77;3589.94;10.17;2017;5;mayo;may-17;7.981.352.846;Moderate_Value;High
51;127385;Employed;14;7.79;2.27;6401.72;2.39;33.48;192041.21;4550.29;9.49;2017;6;junio;jun-17;1.127.379.395;High_Value;Medium
32;40810;Unemployed;30;5.32;7.4;12459.15;1.82;11.58;425962.33;570.26;9.42;2017;2;febrero;feb-17;2.507.223.664;Low_Value;Medium
52;44870;Unemployed;31;7;4.14;3110.92;4.67;11.73;474678.56;3563.22;10.73;2017;4;abril;abr-17;1.810.379.581;High_Value;Medium
33;43462;Employed;9;4.73;6.61;3672.12;4.95;21.05;44209.48;4978.88;4.84;2017;9;septiembre;sep-17;6.772.731.771;Moderate_Value;Medium
34;143266;Unemployed;19;8.2;2.53;9302.14;5.57;33.92;15194.79;3754.23;7.1;2017;3;marzo;mar-17;125982.07;High_Value;High
25;132355;Unemployed;10;4.41;6.77;14747.47;2.93;12.85;264061.33;1006.35;4.63;2017;10;octubre;oct-17;1.406.318.521;Low_Value;Low
54;128720;Unemployed;33;8.72;2.69;14826.02;2.38;10.76;399911.64;4589.74;3.41;2017;11;noviembre;nov-17;2.343.003.084;High_Value;Medium
46;114831;Employed;16;7.34;7.25;4973.24;4.35;13.83;297377.67;4610.83;6.14;2017;2;febrero;feb-17;1.149.229.148;High_Value;High
35;110371;Employed;25;6.27;2.76;9947.69;5.78;22.48;49191.37;4711.03;3.42;2017;12;diciembre;dic-17;1.858.289.578;High_Value;Low
28;23909;Employed;9;9.77;4.16;12988.6;1.36;14.41;356978.47;4335.02;10.88;2017;11;noviembre;nov-17;7.936.433.997;Moderate_Value;Medium
44;89098;Employed;22;8.4;6.71;5037.18;1.79;16.39;191671.33;2197.62;4.21;2017;4;abril;abr-17;7.819.960.123;Moderate_Value;Low
25;56389;Unemployed;18;8.97;6.14;2899.31;4.49;30.43;35862.37;885.88;9.84;2017;12;diciembre;dic-17;4.150.606.619;Low_Value;Medium
55;88551;Unemployed;23;8.34;4.29;4109.92;2.61;31.87;46549.05;2220.46;10.28;2017;1;enero;ene-17;9.380.823.342;Moderate_Value;High
28;132357;Employed;27;6.78;4.35;10355.86;4.61;28.99;199311.66;4847.47;9.02;2017;9;septiembre;sep-17;2.004.658.123;High_Value;Medium
27;66973;Employed;15;9.44;2.49;9560.96;4.79;19.2;106347.67;1143.85;3.86;2017;10;octubre;oct-17;277.123.533;Low_Value;Medium
27;117862;Employed;18;6.38;2.26;2811;3.65;13.65;74209.78;697.53;7.36;2017;8;agosto;ago-17;2.512.405.565;Low_Value;Medium
64;102680;Employed;10;5.1;4.21;6934.98;1.61;32.63;253216.49;4551.05;10.28;2017;4;abril;abr-17;8.747.086.134;Moderate_Value;Low
43;42791;Unemployed;21;3.75;5.96;12606.81;2.61;33.23;178162.56;4654.58;7.13;2017;11;noviembre;nov-17;1.607.014.503;High_Value;High
40;29973;Unemployed;28;6.16;7.6;14180.41;3.34;39.5;289744.28;1587.21;8.87;2017;3;marzo;mar-17;7.415.082.668;Moderate_Value;High
26;115089;Employed;8;3.8;3.49;14795.76;5.13;20.92;220155.47;1824.29;4.81;2017;2;febrero;feb-17;2.554.769.963;Low_Value;High
62;84102;Unemployed;7;7.08;6.19;14752.9;3.39;31.73;37793.61;1322.47;8.06;2017;4;abril;abr-17;256.947.382;Low_Value;Low
27;43103;Employed;13;6.17;7.96;10401.57;2.4;32.79;365272.68;2964.33;11.85;2017;6;junio;jun-17;6.493.331.904;Moderate_Value;High
38;111080;Unemployed;10;3.88;7.38;2801.04;3.88;24.25;440700.1;3894.17;4.4;2017;11;noviembre;nov-17;4.942.642.608;Moderate_Value;Low
41;36396;Employed;15;8.59;7.95;10981.87;5.02;10.61;13009.05;725.58;9.33;2017;5;mayo;may-17;2.693.808.248;Low_Value;High
45;121652;Employed;31;5.18;6.69;14569.89;5.71;33.26;106077.31;4010.73;9.81;2017;10;octubre;oct-17;1.927.376.135;High_Value;Low
54;65318;Unemployed;16;5.26;7.97;9872.69;4.06;10.98;155162.55;1657.98;7.86;2017;4;abril;abr-17;493.526.565;Moderate_Value;Low
48;143935;Employed;33;7.87;5.3;14382.56;2.44;21.01;76412.22;2854.99;5.95;2017;3;marzo;mar-17;150202.08;High_Value;Medium
53;98874;Employed;12;4.01;3.65;8693.83;1.23;31.1;115242.74;2086.03;4.03;2017;6;junio;jun-17;3.908.310.994;Low_Value;Medium
57;31325;Unemployed;31;4.87;5.83;5444.19;4.39;34.96;207941.62;608.45;3.34;2017;4;abril;abr-17;2.336.935.475;Low_Value;Low
43;111016;Unemployed;14;9.23;6.88;4738.45;4.4;12.67;42942.81;1266.29;7.32;2017;7;julio;jul-17;3.697.587.286;Low_Value;High
50;38642;Employed;3;6.01;5.18;14668.26;1.76;10.85;321743.94;1006.6;7.17;2017;9;septiembre;sep-17;224.903.355;Low_Value;High
30;20605;Unemployed;28;6.1;2.53;9186.32;5.04;38.3;121458.42;3120.59;7.62;2017;8;agosto;ago-17;1.416.327.604;High_Value;Low
52;149338;Unemployed;16;3.25;4.26;5737.54;4.41;30.92;438124.47;1337.31;6.97;2017;7;julio;jul-17;4.180.890.216;Low_Value;Medium
28;130760;Unemployed;30;9.65;3.32;11444.77;5.39;35.8;457306.7;2447.95;10.02;2017;3;marzo;mar-17;1.282.830.883;High_Value;Medium
32;124809;Employed;29;8.64;6.36;7835.37;1.75;23.8;314374.8;2245.8;9.63;2017;12;diciembre;dic-17;1.048.138.784;High_Value;Medium
35;88146;Unemployed;5;7.21;3.44;11580.99;5.4;34.05;318830.99;2018.09;8.42;2017;10;octubre;oct-17;1.663.922.463;Low_Value;High
58;33950;Employed;13;7.88;4.54;14971.53;3.17;31.39;475117.3;2258.95;10.89;2017;8;agosto;ago-17;5.356.692.984;Moderate_Value;Medium
53;91121;Employed;18;7.14;2.34;5922.18;2.96;35.03;132936.55;547.77;6.33;2017;4;abril;abr-17;1.768.818.625;Low_Value;Low
42;140845;Employed;6;5.02;7.13;12859.31;1.58;20.58;466927.47;1368.59;5.43;2017;3;marzo;mar-17;1.962.664.871;Low_Value;High
42;40386;Unemployed;5;5.11;4.04;11634.26;3.94;28.68;431332.02;2073.03;4.57;2017;12;diciembre;dic-17;1.628.107.149;Low_Value;Low
50;66335;Unemployed;10;6.09;6.91;9703.13;1.56;25.69;299756.61;1376.3;6.33;2017;2;febrero;feb-17;2.833.297.462;Low_Value;High
58;126188;Unemployed;15;8.52;6.06;9424.56;3.05;19.92;57020.82;4284.71;4.26;2017;2;febrero;feb-17;9.635.447.189;Moderate_Value;Medium
42;130084;Employed;12;5.42;3.3;5832.53;1.03;30.65;258149.27;4230.18;6.38;2017;9;septiembre;sep-17;8.453.849.921;Moderate_Value;Medium
29;96427;Employed;8;5.2;6.94;11971.48;5.27;26.57;338658.29;4395.05;6.46;2017;2;febrero;feb-17;5.286.042.331;Moderate_Value;Low
59;116140;Unemployed;30;5.7;4.48;8422.35;4.86;21.57;198024.83;1272.58;9.27;2017;1;enero;ene-17;6.752.102.127;Moderate_Value;Low
64;115364;Employed;33;5.93;6.31;5270.78;3.15;30.55;448647.9;1072.23;4.78;2017;4;abril;abr-17;6.561.482.923;Moderate_Value;Medium
40;106257;Employed;4;4.25;6.55;11016.1;1.98;11.21;265774.27;1344.9;7.77;2017;2;febrero;feb-17;1.018.573.817;Low_Value;Medium
53;117730;Employed;15;4.55;3.93;2584.17;3.11;32.55;443562.73;1508.71;5.36;2017;8;agosto;ago-17;3.804.439.005;Low_Value;High
59;64023;Unemployed;34;7.51;3.94;6332.27;5.8;30.99;332989.51;3391.62;4.79;2017;2;febrero;feb-17;1.857.159.817;High_Value;Low
57;113088;Employed;19;6.26;7.5;8807.82;3.44;34.28;228410.92;1557.52;8.19;2017;10;octubre;oct-17;5.090.870.234;Moderate_Value;High
39;132784;Unemployed;9;7.34;3.8;8553.44;1.33;32.95;141080.54;3377.79;3.79;2017;4;abril;abr-17;4.966.910.126;Moderate_Value;High
51;130866;Unemployed;6;5.31;7.11;9458.26;4.26;24.73;407547.04;4894.03;6.49;2017;12;diciembre;dic-17;5.508.549.298;Moderate_Value;High
53;95965;Employed;5;3.16;6.88;9741.25;4.89;38.68;496108.29;1507.97;7.97;2017;9;septiembre;sep-17;2.696.545.366;Low_Value;High
41;103176;Employed;17;4.37;4.05;4208.2;2.16;29.76;168568.89;3172.62;5.4;2017;5;mayo;may-17;9.550.066.383;Moderate_Value;High
29;128659;Employed;6;9.51;7.68;4792.19;1.6;29.26;326680.18;751.8;9.72;2017;10;octubre;oct-17;1.856.307.887;Low_Value;High
49;26453;Unemployed;24;6.88;2.85;12614.56;1.38;11.86;27996.77;4122.67;9.41;2017;7;julio;jul-17;1.578.746.269;High_Value;Low
30;119688;Unemployed;22;4.67;3.39;11356.54;1.17;24.16;200714.82;3090.68;4.97;2017;3;marzo;mar-17;1.076.862.043;High_Value;Medium
40;107498;Employed;3;9.01;3.18;4010.39;4.23;28.42;14510.7;953.23;8.64;2017;4;abril;abr-17;2.882.887.159;Low_Value;Medium
44;142452;Unemployed;20;3.98;6.99;6502.91;1.75;15.17;287174.27;963.1;11.19;2017;12;diciembre;dic-17;3.981.577.481;Low_Value;High
58;37660;Employed;24;4.91;6.68;13308.95;5.97;21.86;383183.65;1673.54;3.33;2017;1;enero;ene-17;6.780.597.468;Moderate_Value;Low
49;24808;Employed;3;7.43;4.33;3147.62;2.07;25.74;54896.6;2083.8;7.45;2017;9;septiembre;sep-17;1.612.798.611;Low_Value;Medium
60;99503;Employed;31;4.26;3.86;6738.86;5.33;32.14;208790.36;1597.69;4.48;2017;2;febrero;feb-17;8.275.974.243;Moderate_Value;Medium
63;30070;Employed;4;7.45;6.49;9293.55;5.33;19.39;22549.28;2491.7;6.98;2017;7;julio;jul-17;1.803.954.944;Low_Value;Medium
50;59889;Employed;3;7.68;3.69;5902.81;1.31;34.22;158031.29;1083.77;6.79;2017;12;diciembre;dic-17;1.376.313.063;Low_Value;High
35;44744;Employed;11;7.88;7.93;4036.13;1.85;10.93;329498.93;2495.5;10.6;2017;6;junio;jun-17;609.195.669;Moderate_Value;Low
46;89560;Employed;18;3.48;5.87;10606.99;3.16;38;291710.72;2733.51;8.8;2017;11;noviembre;nov-17;8.568.241.321;Moderate_Value;Medium
57;49684;Unemployed;12;3.06;6.68;2411.76;5.96;33.34;376320.41;1041.67;5.98;2017;12;diciembre;dic-17;2.811.642.543;Low_Value;Medium
61;102976;Employed;4;8.65;7.4;2759.08;4.12;36.78;493237.69;861.21;6.33;2017;7;julio;jul-17;1.320.541.751;Low_Value;High
36;101438;Unemployed;20;6.97;6.44;11364.52;1.45;20.65;285486.99;535.57;11.9;2017;11;noviembre;nov-17;3.186.486.679;Low_Value;Low
37;113767;Employed;22;8.91;6.01;2371.33;2.55;17.04;28586.53;4465.51;7.92;2017;6;junio;jun-17;1.586.579.675;High_Value;High
35;122295;Unemployed;11;7.26;4.03;10560.38;3.27;14.48;370658.25;2339.94;10.98;2017;5;mayo;may-17;4.767.765.705;Moderate_Value;Medium
45;145050;Employed;30;3.12;2.59;3835.89;3.67;20.12;340016.6;3415.34;10.49;2017;2;febrero;feb-17;1.608.495.448;High_Value;High
48;45286;Employed;1;6.28;5.27;8471.23;5.32;38.46;395913.41;3821.77;4.06;2017;9;septiembre;sep-17;6.314.811.504;Low_Value;Medium
53;85030;Unemployed;33;4.3;2.48;10400.01;3.69;15.93;400158.25;2140.89;9.55;2017;6;junio;jun-17;1.120.222.227;High_Value;Low
41;88802;Employed;2;4.86;2.77;3685.19;1.8;32.29;226950.52;3734.54;6.38;2017;2;febrero;feb-17;1.824.460.041;Low_Value;Medium
63;91445;Unemployed;12;4.67;6.9;13164.87;3.82;35.34;187192.64;1511.1;10.53;2017;11;noviembre;nov-17;3.744.524.623;Low_Value;Medium
48;133652;Employed;4;3.17;3.93;8796.96;1.37;37.74;101361.86;809.1;6.62;2017;9;septiembre;sep-17;1.676.269.849;Low_Value;Low
63;97400;Unemployed;5;6.46;4.62;3199.22;2.87;18.15;313686.67;656.41;10.4;2017;8;agosto;ago-17;1.631.183.197;Low_Value;Medium
34;110651;Employed;4;5.49;3.87;5508.16;2.42;20.1;494893.51;2534.07;10.21;2017;2;febrero;feb-17;2.867.960.688;Low_Value;Medium
46;55187;Employed;9;6.16;4.07;9420.22;5.23;25.8;128410.84;1831.08;7.02;2017;10;octubre;oct-17;2.517.373.517;Low_Value;Medium
52;79514;Unemployed;6;7.86;3.12;9757.05;5.74;17.52;78169.87;1557.48;11.19;2017;9;septiembre;sep-17;2.933.846.612;Low_Value;Medium
28;92988;Unemployed;24;3.96;4.66;10035.03;4.52;21.87;270428.47;1173.79;5.7;2017;1;enero;ene-17;539.644.878;Moderate_Value;Low
38;104698;Employed;23;9.56;4.32;10031.57;4.24;13.75;444490.41;4437.64;7.14;2017;8;agosto;ago-17;1.646.177.983;High_Value;Medium
55;96915;Unemployed;32;5.57;7.83;14854.57;1.49;23.33;315594.28;4694.25;8.95;2017;10;octubre;oct-17;2.376.721.933;High_Value;High
40;58718;Unemployed;9;7.3;2.15;2858.71;2.64;33.21;396563.12;1413.65;5.82;2017;6;junio;jun-17;3.001.592.597;Low_Value;Medium
40;45618;Employed;12;9.28;6.82;3382.1;2.09;24.28;314330.43;4756.81;3.32;2017;7;julio;jul-17;1.011.353.125;High_Value;High
43;80464;Unemployed;8;7.8;5.49;9774.54;4.05;16.5;320298.44;2345.65;7.75;2017;8;agosto;ago-17;4.807.061.806;Moderate_Value;Medium
60;129982;Employed;6;3.88;3.55;14183.26;1.67;26.88;336237.54;2716.9;5.29;2017;10;octubre;oct-17;296.865.646;Low_Value;Low
32;119684;Employed;33;4.37;3.57;9447.43;5.02;36.04;355320.22;1390.65;9.85;2017;8;agosto;ago-17;8.392.214.284;Moderate_Value;High
55;49622;Employed;31;6.89;2.66;14276.09;2.21;21.23;277786.94;3025.34;4.25;2017;4;abril;abr-17;1.536.495.679;High_Value;Low
60;98700;Unemployed;22;9.76;6.67;3902.72;4.76;18.61;71513.63;1727.18;5.74;2017;2;febrero;feb-17;6.955.339.673;Moderate_Value;Medium
28;82594;Employed;28;9.5;5.65;6259.34;1.59;25.44;241591.03;1572.23;7.55;2017;1;enero;ene-17;7.655.840.011;Moderate_Value;Low
37;40250;Unemployed;2;5.17;6.88;7056.57;4.21;11.86;402639.48;4919.94;8.18;2017;7;julio;jul-17;2.204.007.367;Low_Value;Medium
53;98596;Employed;16;4.99;4.15;3901.94;2.38;37.23;184479.87;4951.18;10.41;2017;6;junio;jun-17;1.288.496.258;High_Value;Low
35;72285;Unemployed;12;7.52;2.39;7463.46;2.86;15.63;179883.78;3657.11;8.24;2017;7;julio;jul-17;8.053.156.988;Moderate_Value;High
34;39459;Employed;2;5.52;3.05;13590.05;3.16;14.54;201388.83;2101.02;11.92;2017;11;noviembre;nov-17;2.098.659.984;Low_Value;Low
25;48735;Employed;27;9.14;4.32;6182.1;2.23;33.1;475684.78;4271.95;10.9;2017;11;noviembre;nov-17;1.832.446.904;High_Value;Medium
47;60727;Employed;12;6.33;5.87;10335.95;4.51;33.64;121042.29;1535.22;7.7;2017;4;abril;abr-17;4.266.988.186;Low_Value;Medium
32;20485;Employed;23;5.49;7.23;11441.4;2.39;26.78;190474.35;2763.9;8.95;2017;6;junio;jun-17;1.051.804.854;High_Value;Medium
47;35092;Employed;24;4.21;5.91;5628.13;1.34;37.51;45494.54;3319.48;8;2017;1;enero;ene-17;1.231.918.454;High_Value;High
28;141415;Employed;33;7.94;2.92;7568.25;4.27;29.99;86420.95;692.6;11.52;2017;10;octubre;oct-17;4.472.167.152;Low_Value;High
35;129889;Employed;9;4.54;2.32;8626.81;2.51;24.84;233613.1;1251.58;9.48;2017;8;agosto;ago-17;2.658.201.559;Low_Value;Medium
34;51536;Unemployed;15;5;4.89;11131.72;1.53;22.18;429857.26;4329.43;4.7;2017;6;junio;jun-17;9.520.186.603;Moderate_Value;Low
38;104239;Employed;10;5.41;4.45;9673.21;1.2;35.59;464918.77;726.28;9.08;2017;6;junio;jun-17;2.859.947.775;Low_Value;High
50;114187;Unemployed;32;7.67;3.72;8553.95;5.98;34.95;449739.14;2384.54;11.91;2017;6;junio;jun-17;1.319.210.657;High_Value;Low
45;83983;Unemployed;13;7.56;2.39;2787.93;2.94;18.03;351717.63;4466.66;8.12;2017;8;agosto;ago-17;1.025.330.627;High_Value;Medium
38;28507;Unemployed;30;5.04;6.77;2761.95;1.78;33.27;34089.65;4882.46;4.04;2017;9;septiembre;sep-17;2.268.187.087;High_Value;Low
52;131738;Unemployed;27;5.93;6.11;10741.01;1.32;26.39;489418.38;1244.99;8.28;2017;11;noviembre;nov-17;5.653.886.572;Moderate_Value;High
28;88213;Unemployed;8;3.34;5.04;14290.74;5.35;16.15;106610.53;4827.59;3.63;2017;5;mayo;may-17;5.776.948.002;Moderate_Value;Low
51;59992;Unemployed;18;7.12;6.81;4792.24;1.93;27.65;379197.83;3623.3;5.97;2017;3;marzo;mar-17;1.011.430.769;High_Value;High
61;41643;Unemployed;12;9.29;5.55;7259.35;3.2;32.92;74776.07;1710.26;3.85;2017;11;noviembre;nov-17;4.238.664.048;Low_Value;Medium
54;144854;Employed;6;8.84;5.59;8906.81;3.15;20.98;203218.5;4695.66;9.9;2017;3;marzo;mar-17;5.921.684.248;Moderate_Value;Low
28;20789;Unemployed;2;9.42;6.84;12057.25;3.94;16.92;27281.96;2183.24;3.9;2017;9;septiembre;sep-17;1.322.714.995;Low_Value;Low
41;111618;Employed;16;9.82;7.34;13740.32;3.86;17.22;192179.9;1349.85;11.23;2017;1;enero;ene-17;4.831.207.455;Moderate_Value;High
55;132549;Employed;34;5.36;5.27;4453.36;2.82;38.26;442889.33;1955.24;5.22;2017;3;marzo;mar-17;110.536.502;High_Value;Medium
57;94499;Employed;31;8.68;5.59;7325.11;2.27;32.47;206237.9;1511.04;4.11;2017;10;octubre;oct-17;8.380.800.311;Moderate_Value;Medium
45;51747;Unemployed;21;6;7.71;9878.59;3.54;38.4;375572.96;4620.87;9.37;2017;12;diciembre;dic-17;1.607.210.529;High_Value;Medium
57;122601;Unemployed;8;5.16;4.99;7718.84;4.97;12.87;390998.57;4411.02;9.3;2017;11;noviembre;nov-17;7.067.233.437;Moderate_Value;Medium
33;77964;Employed;6;9.72;3.92;13071.61;5.78;37.7;438172.38;3619.01;5.52;2017;5;mayo;may-17;4.241.938.495;Low_Value;Low
27;41526;Unemployed;21;7.34;2.81;7134.91;2.56;18.08;365996.8;3370.11;5.26;2017;5;mayo;may-17;1.225.176.358;High_Value;High
30;97240;Employed;25;7.94;7.25;2122.92;1.18;12.89;376424.64;2043.73;7.97;2017;12;diciembre;dic-17;8.794.633.648;Moderate_Value;High
44;79763;Unemployed;9;7.29;6.06;8900.86;4.95;19.84;458226.49;3754.35;4.63;2017;9;septiembre;sep-17;5.319.743.396;Moderate_Value;High
28;22026;Unemployed;4;6.95;5.56;3725.32;5.48;11.82;29962.01;2893.61;9.07;2017;8;agosto;ago-17;2.397.685.454;Low_Value;Low
57;130737;Unemployed;27;7.8;3.45;11771.76;3.42;38.27;112266.51;571.42;8.54;2017;6;junio;jun-17;3.880.084.935;Low_Value;Medium
64;107141;Unemployed;18;5.68;3.5;2536.21;3.63;23.55;483702.23;4896.61;4.84;2017;9;septiembre;sep-17;1.441.293.444;High_Value;Medium
